"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 01 07:30:24 GMT 2023","Tue Aug 01 07:30:24 GMT 2023","0","tests","test_plan","","","","test_issue_name_for_github_repo",""
