"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 01 07:41:53 GMT 2023","Tue Aug 01 07:42:00 GMT 2023","6416","tests","test_plan","","","","test_issue_name_for_github_repo_dynamic_steps",""
